location,date,likes,retweets,text
"Dracut, MA",2020-05-14,14,3,"@MassGovernor @sstarinc Now it's our turn.
GOP Representatives need to step up to the plate for all of the businesses &amp; citizens of Massachusetts.
Baker needs to be exposed for betraying his party &amp; working with Democrats to destroy Massachusetts.
https://t.co/QJv8XEatps
https://t.co/YbopfCHm8v"
"Davidson, NC",2020-05-19,10,3,"There is so much to be gained from research-informed policy—&amp; the stakes are especially high as lawmakers develop policy responses to #COVID19.

I shared some tips on how academics can connect their work to current policy debates in @insidehighered today: 
https://t.co/nPpCRi1N89"
"Florida, USA",2020-05-26,13184,3987,Elderly people vote Republican by a wide margin statistically. #FactsAreFriendly https://t.co/Ny4ZVWazHX
"Anytown, MN",2020-05-23,8,4,Game Fair canceled because of pandemic. 'The hunt is over for now.' https://t.co/cwU4MhF8mi
"SOCAL, USA",2020-05-08,0,0,"@realDonaldTrump = MORON!!!
"" Trump says doing too much coronavirus testing makes the US 'look bad' as he pushes for the country to reopen "" - https://t.co/DuH3Eu0Bur May 7, 2020"
"orlando, fl",2020-05-15,13293,2244,"Cover yourself in #Daisies...merch! 😜 Get your 🌼-themed bundles 🎶 at https://t.co/PNC1XWsKmS. 100% of my proceeds from the face mask sales will go to one of my favorite Santa Barbara based charities, @DirectRelief to support their national Covid-19 efforts https://t.co/qLZmr2tXbr"
"Glocester, RI, USA",2020-05-10,6,11,Primary care doctors and pediatricians are struggling to remain in business during the pandemic with dramatically fewer patients.   https://t.co/WeGyHiz5uq
"Arlington, TX, USA",2020-05-25,0,0,".sos_children has received a generous donation in $ETH!

We're partnering with gitcoin TheGivingBlock EtherealSummit to raise $100K for charities for #COVID19 relief. You can donate in fiat or crypto.

Learn how: https://t.co/jgpqltiYfj https://t.co/Lr1SrKu5nY - CoinDesk - …"
"Baltimore, MD",2020-05-10,6,1,"This Mother's Day, ACNM encourages members to join March for Moms and Every Mother Counts to demand policy action that supports pregnant, childbearing, and postpartum people in the response to COVID-19. Sign the petition: https://t.co/4cvvNyiFO9"
"Indiana, USA",2020-05-21,202,55,"@chrislhayes Oh and, like here, some paid a heavier price than others https://t.co/TPHVcgkpnj"
"Atlanta, GA",2020-05-20,2,4,"I would've said nail salon, but my (former) tattoo guy is on ig blathering on about how this pandemic is a fraud and the govt had a patent for COVID-19 in the 90's, and calling people sheeple for social distancing,  and I want him far the fuck away from me https://t.co/MghNMGm56J"
"North Carolina, USA",2020-05-21,137708,29319,This Tweet from @kharyp has been withheld in response to a report from the copyright holder. Learn more.
"Pennsylvania, USA",2020-05-20,3540,2699,".@Maddow on report that President Trump is ending National Guard coronavirus deployments a day before members become eligible for federal benefits under GI bill: 

""Use them right up until the moment where they might actually get something from it"" https://t.co/BBAbL9VCVF"
"Pismo Beach, CA",2020-05-18,244,59,"I checked in on how right-wing philosopher-king Dennis Prager is handling coronavirus. 

As it turns out, he's been telling his audience that it's cool to eat from forks after you've dropped them on a restaurant floor. 

https://t.co/lenHbw5Qa8"
"Cleveland, OH",2020-05-18,2,0,"As salons, restaurants and offices plan to re-open, there are still many uncertainties about the pandemic that we face, including how it will affect county coffers. Learn about some of the things to look for in @CuyahogaCounty’s upcoming budget here https://t.co/KI3Pnv4T0V https://t.co/jW9YH1rcJK"
"Texas, USA",2020-05-30,1182,622,"This is in Beverly Hills. 

Remember when liberals called us terrorist &amp; accused us of killing old people when we got together to protest the lockdowns? 

Doesn't seem like they care much about #SocialDistancing anymore. 

So does this mean we can open up?
https://t.co/FS0tqzTri6"
"Texas, USA",2020-05-15,9,9,'Almost impossible': Social distancing on Bolivar Peninsula for Go Topless Jeep Weekend poses problems for law enforcement https://t.co/XMCVXOnd4y
"Atascadero, CA",2020-05-27,6655,1307,Client number 3 must realize Fox is going to get the shit sued out of them after the pandemic. https://t.co/sBufAbPNBu
"Baton Rouge, LA",2020-05-30,174460,33242,Sephora got looted. Reminder that Sephora let everyone go at the beginning of the pandemic on a phone call that then ended abruptly and were going to make people reapply for their jobs when stores reopened.
"Arizona, USA",2020-05-29,1802,512,"America doesn't need to be paying an organization hundreds of millions of dollars a year to lie to us and do more to aid Communist China's cover-up than protect the world from a pandemic.

@realDonaldTrump is right to terminate our relationship with the World Health Organization."
"Little Rock, AR",2020-05-24,61,60,"Immigrant Physicians served a critical role in serving American  Rural and Medically underserved areas..... well before COVID-19 @wearepaha #saturdaythoughts
 Foreign-Trained Doctors are Critical to Serving Many U.S. Communities https://t.co/uvwxxJACLn"
"Washington, DC",2020-05-03,456,182,"Pete Gaynor, who runs the Federal Emergency Management Agency, is drafting a document whose title sounds like the stuff of horror movies: ""COVID-19 Pandemic Operational Guidance for the 2020 Hurricane Season."" https://t.co/CRrs6T1a1N"
"Atlanta, GA",2020-05-31,28467,5720,"- DIVULGAÇÃO DE AÇÕES DIÁRIAS DO @govbr (terceira semana de maio)

1- Mais de 200 mil brasileiros curados da covid-19; @minsaude 

2- Mais 115 milhões de medicamentos, testes e EPIs distribuídos; @DefesaGovBr e @MInfraestrutura"
"Yay Area, CA",2020-05-14,1,0,"SMH. A reminder that just because you don’t believe C19 transmission will happen, doesn’t make it true. 

Without massive testing capabilities (which we don’t have yet) this behavior is morally depraved and wildly irresponsible. https://t.co/y2DaIDX3JT"
"Los Angeles, CA",2020-05-17,7099,2802,"#ObamaWasBetterAtEverything because he TRULY cared. When he passed the ACA he protected 135M Americans from ever being discriminated against for having a pre-existing condition.

Covid-19 is NOW a PEC &amp; Trump is trying to destroy the ACA in Supreme Court!

https://t.co/grEZdDKxgI"
"New Orleans, LA",2020-05-19,379017,84604,Working 40 hour weeks during a pandemic just to get paid less than everyone on unemployment is fucking BULLSHIT.
"California, USA",2020-05-25,1650,282,"@joncoopertweets @realDonaldTrump It isn't that he failed to act. He has actively sabotaged the efforts of the people trying to stop the pandemic. At some point, we need to know why."
"New Jersey, USA",2020-05-23,7,6,"ICYMI, before Andrew Cuomo gave us the COVID crisis, he gave us the housing/financial crisis of 2008.

Don't believe me? Do you believe the Village Voice?
https://t.co/izjunf5s9G

Cuomo's the Robert McNamara of the 2000s: fucks up whatever he touches."
"San Jose, CA",2020-05-13,74259,24195,"This is a bunch of malarkey and you know it, @senatemajldr. We left a 69-page playbook on how to fight pandemics.

You can read it here if you’d like: https://t.co/zvRGv6ubWt

And make sure to pass along your notes to President Trump. He could use them. https://t.co/CooyBemPSv"
"Sarasota, Florida",2020-05-07,2,0,The lawlessness of Trump and his criminal cronies is disgusting and outrageous. #LockThemUp #VoteBlueNoMatterWho https://t.co/4nkpA5P0w3
"Amherst, NY",2020-05-20,341245,77050,Its really wild that people are constantly complaining about a problem they’re CLEARLY contributing to. https://t.co/dTUgWJrBeA
"SoCal, USA",2020-05-24,767,286,"Grandparents have died.

Parents have died.

Doctors &amp; nurses have died.

97,000 Americans are gone forever.

Because Trump refused to take crucial early action against the pandemic.

#TrumpDeathToll100K 96k US They Were Us Cenk Neera Transition To Biden Pottery Barn Golfing https://t.co/kjvbpPPSG1"
"Chicago, IL",2020-05-26,74436,21424,"Yo I seen HUNDREDS of ppl at millennium park and and pics of even more at the parks on the north side. Outside, no masks, no social distancing, enjoying themselves. Please stop sending large groups of militarized police into our neighborhoods exclusively https://t.co/mnAUSCsevy"
"Fort Harrison, MT",2020-05-28,1,0,"Montana begins Phase Two of the reopening Directive EFFECTIVE JUNE 1, 2020. Check with your local health district/board as local governments can implement more stringent restrictions. How does this apply to you? See the full Directive at https://t.co/lkoVeAVSLo. #COVID19MT https://t.co/eNmbyfFzPZ"
"Vallejo, CA",2020-05-29,170,36,Are they even going to need bail? Because most states have eliminated it under the guise of COVID at this point. https://t.co/d3qkddBnzc
"Adelphi, MD",2020-05-21,4396,694,Some Salvadorans praise President Nayib Bukele for taking decisive action that may have saved his small Central American nation from the worst impacts of the coronavirus. Others say he is becoming a strongman who is violating his country's constitution. https://t.co/ag4W26eNH4
"Connecticut, USA",2020-05-15,1224,366,Trump seems to think there would be no coronavirus in the US if there was no testing. It doesn’t work like that. https://t.co/UhpGy8vW3g
"Los Angeles, California",2020-05-29,6,0,If white people are protesting with assault weapons during a PANDEMIC over FUCKING HAIRCUTS could you imagine what they would do if they faced even HALF of the adversity of black people?!?!?! And then they have the NERVE to critique the resistance?!?! LITERALLY SHUT THE FUCK UP!
"Albuquerque, NM",2020-05-17,7,1,"Yo just a thought, we made it through live tweeting while driving as a trend, four lokos, the fuck shit we did while bored before the internet, y2k, etc.

We gon make this pandemic our bitch."
"Phoenix, AZ",2020-05-16,113,42,Don't Let The Coronavirus Shut Down Your Future https://t.co/sBL2ijXfpA
"Wisconsin, USA",2020-05-24,0,0,After #AMJoy @amjoyshow https://t.co/2wPuzJj8Hp
"Palm Bay, FL",2020-05-18,3208,870,Breaking: More state restrictions fall in court. Judge rules against Oregon governor’s coronavirus orders | Just The News https://t.co/Rix0SOjIng
"Pinellas County, Florida",2020-05-04,49,34,"Pinellas County residents can get a COVID-19 test at no cost starting today. With or without symptoms. Walk-ups and drive ups, but appointments are recommended to decrease wait times. Make an appointment by calling 727-824-8181 &amp; selecting option 0. https://t.co/m9PmBD6ikm https://t.co/l8WW7Fe7Tz"
"Florida, USA",2020-05-24,0,0,@xubeauty06 @maxbaker_15 @goldietaylor Here we go with pandemic racism ..... AGAIN 🤦🏼‍♀️
"Alpine, UT",2020-05-14,0,0,"Ousted vaccine chief: 'Window of opportunity' to fight pandemic is closing

https://t.co/PQldiV5lZf"
"San Diego, CA",2020-05-12,5,2,"Take a look at how people in San Diego have been responding to the stay-at-home orders over time with this interactive map:

https://t.co/15e6NNXKGW

#StayAtHome #COVID19 #coronavirus"
"Berwyn, IL",2020-05-14,6,1,So it’s in slow mo’ cause that’s how I roll! 👍🏽✈️Honestly don’t know why it switched over but it prolonged the moment! 🤷🏽‍♀️ #BlueAngelsFlyover #OakPark #teampershing #GraciasPorCuidarnos #EssentialWorkers 👍🏽✈️🙌🏾 #SaferAtHome 🧑🏽‍✈️👨🏼‍✈️👨🏽‍⚕️👮🏼👩🏽‍🚒 https://t.co/FlmyEds1Dk
"Washington, USA",2020-05-10,3811,865,"If only there were a psychiatric diagnosis that could explain being “glum” about your declining popularity in the midst of a pandemic that has left 80,000 citizens dead https://t.co/610EpjwHz3"
"Arizona, USA",2020-05-11,2,3,White House Covid cases contradict Trump's message on opening - CNN https://t.co/XwRRSwWAbj via @GoogleNews
"New Orleans, LA",2020-05-14,1,1,"Richard Burr to Step Down as Senate Intelligence Committee Chairman: McConnell

https://t.co/X5Goizno1G

Download The Epoch Times app to see our exclusive Coronavirus coverage and daily updates:https://t.co/nZWtIsTzrG"
"Philadelphia, PA",2020-05-01,1171,303,"#COVID19 is a rapidly changing situation and our top priority is keeping people safe. Our guidance is based on the best available data and expert recommendations.
 
Right now:
🏡 Statewide Stay at Home order
🔍 Assessing where we can begin phased reopenings
😷 Masking in public https://t.co/H6GMhWIKcg"
"Clifton, NJ",2020-05-12,259,94,"tecnología de arresto domiciliario en EE.UU. para que no violen el ¿confinamiento?... Para preservar la Libertad, lo mejor es Destruirla

https://t.co/iNk5fFhtzg"
"Lovettsville, VA",2020-05-04,4891,1648,"#GoJoe: Impeached 45 has squandered time, testing, and treasure during this coronavirus crisis - we must course-correct, especially with oversight of relief dollars. @JoeBiden and @ewarren have a plan for that! https://t.co/R3QPNwpBzJ"
"Detroit, MI",2020-05-12,2204,915,"I feel like it's a VERY reasonable assumption that what's being detailed here is a big factor in why so many deaths from COVID-19, all around the country, are disproportionately Black.

🙃🙃🙃🙃🙃🙃🙃🙃🙃 https://t.co/2ZqCzpkuGS"
"Comanche, TX",2020-05-12,337952,88168,I miss 2010 when the only pandemic we had was Bieber Fever
"South Alabama, USA",2020-05-13,11599,2905,FDA approves first COVID-19 antigen test https://t.co/LifbtzDWHp
"California, USA",2020-05-08,25026,8653,The Trump Depression could have been avoided if he hadn’t spent months treating the pandemic like a hoax that would “magically” go away in April. No preparation. No plan. No hope. #TrumpDepression https://t.co/L64b4ioMcR
"Houston, TX",2020-05-13,0,0,Serious question: Is there such a thing as the best lesser of two evils???? https://t.co/08MIMY4f4n
"San Francisco, CA",2020-05-21,13989,7714,"CDC official says Trump actions caused more people to die
https://t.co/Fxn4ijA4e3"
"Miami, FL",2020-05-04,0,0,On today's https://t.co/zUZRBihwbN it's a Special Monday Twofer: #SocialDistancing #ProtestLockdown #protest #protesters #LOCKDOWN2020 #Lockdownextention #COVID19 #COVIDIOTS #COVIDー19 #COVID1984 #COVIDView https://t.co/97knsthUQb
"Seymour, Indiana",2020-05-29,8074,3218,People are finally starting to catch on. ⁦@NYGovCuomo⁩ was untouchable before. But there’s so much proof he’s one of the worst leaders this state and country has ever had.  https://t.co/MTbfvRAyjh
"Boston, Massachusetts",2020-05-02,1,0,MAY HAVE TO BUY AN AFRO PICK IN THE NEXT DAYS UNTIL THIS STAY AT HOME BULLSHIT ENDS https://t.co/mZ23nPCPLk
"Austin, TX",2020-05-12,1256,295,"The Harvard Global Health Institute shows Texas is ""already doing enough"" #COVID19 tests to begin reopening business.

This analysis goes beyond the uninformed notion that one test number fits all states.

Still, Texas is ramping up testing.

#txlege

https://t.co/MAaU98CmLF"
"Olympia, WA",2020-05-29,18837,7779,Cartoon for @TorontoStar #BlackLivesMatter #coronavirus #covid19 #TrumpMeltdown #TrumpGolfsYouDie #ExecutiveOrder https://t.co/HeFEYJZmm0
"Albuquerque, NM",2020-05-19,0,0,"@KBNinjaTwitch @Fireskull_9 @CScolamiero @PrismiteSw @BrownDarin @A_dmg04 @BungieHelp @Sweatcicle @Gladd I agree 100%. My problem is that this has been going on since before Covid. Not this bad for sure, but still"
"Texas, USA",2020-05-24,719,270,"YIKES! With limited service at restaurants across the US, the CDC is warning of heightened rodent activity. 

“Rodents rely on the food and waste generated by these establishments,” the CDC said, hence an ""increase in rodent activity as rodents search for new sources of food.”"
"ATHD, Durham, NC",2020-05-22,1,0,"@sosaidvictoria @webtoon @wunc ""It's a little terrifying to be honest.""

@sosaidvictoria talks about watching the themes of ""The Fever King"" come to fruition in the real world with the coronavirus pandemic."
"Florida, USA",2020-05-23,57804,16099,"Governor Cuomo is working today, for the 84th straight day. He says he’ll take a day off when Covid-19 takes a day off.

Donald Trump is golfing today."
"Indianapolis, IN",2020-05-17,403,161,"This is what @Facebook @youtube and @twitter have done to the world.

Engagement is always rewarded more than truth or quality by their algorithms because it earns higher advertising rates. 

This means truth has to fight a million times harder for attention &amp; seldom gets it. https://t.co/18VyBQfQPb"
"St. Paul, MN",2020-05-23,222,55,"I didn't realize that using a pandemic to Trojan Horse through deregulation of industry constitutes returning power ""to the people"".

Oh wait, nevermind, Joni thinks corporations are people. This makes sense now. https://t.co/PC1Nh9EdoH"
"Chicago, IL",2020-05-20,0,0,"@realannapaulina Oregon has the 6th best infant mortality rate in the nation 

https://t.co/HwSm1pRAPg"
"Pittsburgh, PA",2020-05-15,5,0,Socializing in 2020 during a pandemic https://t.co/plGaycrMw3
"Florida, USA",2020-05-05,0,0,DOJ announces first charges of alleged COVID-19 stimulus relief fraud https://t.co/bL7Mbcgesi Surprise the DOJ caught it since they can not find Weiners computer on Hillary's e-mails and text.
"Oklahoma, USA",2020-05-23,2639,465,#NavajoNation is #1 in the US now per capita for #COVID19. Proud to be in @protect_sacred video with @marisatomei to amplify @nnpreznez call for medical volunteers and donations and to celebrate strength and resilience of the Navajo people with new #NavajoStrong campaign. https://t.co/w8LfESXYmS
"Houston, TX",2020-05-08,0,0,They killed the Police chief for Khost Babazi today https://t.co/0A8kiDxY1k
"Bellingham, WA",2020-05-09,398,249,"WATCH: @Morning_Joe takes a look back at President Trump's claims about the coronavirus. 
https://t.co/2TqY9kVHV4"
"Portsmouth, NH",2020-05-27,173629,49165,I’ve finally lost it in lockdown! 🤪 #isthisthewaytobarnardcastle https://t.co/QHuuxirL63
"Alabama, USA",2020-05-27,1,1,"Visit https://t.co/lOOayJVWqL and stock up on Face Shields.
To put on the face shield, rest it on your forehead and secure the strap at the back of the head. Adjust the strap to fit snugly and position it so that it will not slide up or down. 

#Faceshield #PPE #Covid19 #reopen https://t.co/0r5wNVIOBw"
"Texas, USA",2020-05-21,52,31,"Just over in enemy territory on CNN, and see they're looking at a 'model' that shows Trump losing the election because of the bad economy.
Who on EARTH thinks the downturn in the economy was not caused by the coronavirus and China?
No one. That's who."
"Los Angeles, CA",2020-05-27,5934,1109,"I’m tired. We have a POTUS who is more concerned with his own image than what is happening to Americans. COVID-19 has claimed the lives of nearly 100,000 ppl (family friends are burying their father this week) &amp; we‘ve had to watch yet another black man killed in a viral video. 1/"
"Connecticut, USA",2020-05-30,22,13,There are several protests in DC today. Worried about covid exposure? Check out this car caravan one. 👇🏾 https://t.co/VK1OYIh4ot
"California, USA",2020-05-25,3974,203,You mean like MLB did to every Player this contract year due to the Covid pandemic? Which the players negotiated and excepted to be paid on a pro rated basis per games played because it’s fair for both parties? Like that? Did I scream BUT MY CONTRACT? No. Just shut up Chief. https://t.co/KwJErgornx
"Los Angeles, CA",2020-05-27,0,0,Hackers affiliated with countries are trying to steal coronavirus vaccine research https://t.co/DAxzP4PpZW
"Nova Iorque, USA",2020-05-01,891,218,Curados de Covid-19 chega a 1 milhão de pessoas em todo o mundo https://t.co/UVCPAsHSrn
"Austin, TX",2020-05-20,8,8,"If you have #COVID19 like symptoms—cough, fever, shortness of breath, and sore throat—our friends at @CommUnityCareTX are providing covid tests. Testing is free for uninsured individuals. See flyer for more information. https://t.co/hZAcMQhXmq"
"California, USA",2020-05-05,500,170,Pipe bombs are not protest. Pipe bombs are domestic terrorism. https://t.co/NK8GThT7C1
"Indiana, USA",2020-05-07,55944,11152,Somehow i experienced a global pandemic before a stable loving relationship
"Iowa, USA",2020-05-12,1,1,But I can’t have tinted windows.. https://t.co/DIZnOaW0qY
"Atlanta, GA",2020-05-26,8099,2696,"Just got an email from Amazon’s PR team with a pre-edited news story and script to run in our shows. They are selling this as giving our viewers an “inside look” at the company’s response to COVID-19. 

No.

Let us go inside a fulfillment centers with our own cameras... https://t.co/7mDk2xmf4O"
"Houston, TX",2020-05-12,3,0,"I love the innovative ways many are considering for the future of education. These conversations must also highly consider what support will look like for at-risk populations, those with IEPs or 504s, etc. https://t.co/ObpQMeec4c"
"Carlsbad, CA",2020-05-29,2244,1360,"""As Arizona neared the two-week mark since its stay-at-home order was lifted by Gov. Doug Ducey, the state reported the highest single-day increase in cases on Friday...
https://t.co/VYQJkXmWzP"
"Pasadena, CA",2020-05-07,165,85,???? and that’s why it’s always fuck cops https://t.co/8WVNmX3LRU
"Texas, USA",2020-05-09,9498,1992,Absurd https://t.co/xtUkmam3k0
"Sarasota, FL",2020-05-22,13,6,"On-demand car care company @GetSpiffy is a #TriNetCustomer that has pivoted from auto detailing to vehicle and facility disinfection services during #COVID19, allowing them to bring roughly 100 members of their team out of furlough. Learn more: https://t.co/Gc2LGN4m9Z"
"Grand Blanc, MI",2020-05-05,4,2,"Last Thursday I delivered in Bowling Green, on Friday I loaded in Robards at both places everybody I talked to wanted to get back to normal! https://t.co/TegWXGeP9o"
"Washington, USA",2020-05-30,1996,459,And there it is. https://t.co/FRx3hFvX1c
"North Andover, MA",2020-05-30,941030,217200,Donald Trump called the coronavirus the “Chinese virus” and called black people “thugs” but y’all still think he’s not racist??
"Minnesota, USA",2020-05-09,7223,2082,"PS/ Can you *imagine* having the gall to demand that America ""reopen"" with no serious safety measures in place—e.g. contact tracing and near-universal testing availability—when your *own house* is *lousy* with COVID-19 and you *do* have contact tracing and an onsite medical team?"
"Massachusetts, USA",2020-05-02,145,21,🚨 PSG awarded Ligue 1 title - Season officially over in France due to Coronavirus pandemic.
"Pennsylvania, New Jersey",2020-05-21,7,4,"Donald Trump was fuming on Saturday morning not because a deadly virus has taken nearly 90,000 American lives, but because governors are getting better approval ratings than he is for their response to the pandemic. https://t.co/Ty3qBO0Z1N"
"Houston, TX",2020-05-16,0,0,lotta Hulu n granola bars https://t.co/4HhQQKiyp3
"Wisconsin Dells, WI",2020-05-09,3464,1799,"OMG - this is flat out the most hysterical piece I’ve read in my entire life. 

“SURE, THE VELOCIRAPTORS ARE STILL ON THE LOOSE, BUT THAT’S NO REASON NOT TO REOPEN JURASSIC PARK” 🦖 

Lost of juicy must quote #COVID19 relevant passages from it: 🧵
https://t.co/lRNMDQChn1"
"Florida, USA",2020-05-25,6249,1560,"“They were not simply names on a list. They were us.”

My heart breaks for the Americans we’ve lost to COVID-19. I’m praying for their families and friends and loved ones. https://t.co/2XS9qeagp4"
"Cotuit, Massachusetts",2020-05-12,62893,18873,"Hi, ER Doc here.

We STILL do NOT have enough COVID tests for our symptomatic patients let alone to test everyone who wants one."
"Seattle, WA",2020-05-06,56,11,"""DOES THE CORONAVIRUS EVEN EXIST ANYMORE? … THE PRESIDENT traveled to Ariz. and didn’t wear a mask. … He’s planning more travel -- a trip is tentatively scheduled for next week. (They scrapped a trip to Ohio for late this week.) …"
"Wyoming, USA",2020-05-06,36262,10629,"Coronavirus deaths are projected to hit 3,000 people per day by June—that’s the number of people we lost during 9/11. Every. Single. Day.

Reminder: This full-blown public health crisis didn’t have to happen. But Trump and his administration failed Americans."
"Minnesota, USA",2020-05-31,276425,135476,"Attending protests is not for everyone and that's ok. Whether you are continuing to quarantine in mid-pandemic or you simply do not feel comfortable/safe, here are 3 ways you can still show your support from home that takes less than 30 min:"
"East Los Angeles, CA",2020-05-26,0,0,praying for her and your family 🙏🏽 https://t.co/KTHHRSNyxB
"Boston, MA",2020-05-08,219,83,Great @WSJ explainer video teaches how different parts of immune system defend us from virus. Explains supposed “reinfections” as blips on path to recovery. Thank you animators! Science holds up. Well narrated @danielas_bot https://t.co/CvJBtBYObu
"Simi Goddamned Valley, California",2020-05-23,107,46,"We now go live to @aboutKP:

Kaiser Permanente ""sacrificed"" (their word) chronically ill, disabled patients stabilized on #Hydroxychloroquine for the treatment of conditions including rheumatoid arthritis &amp; lupus by explicitly denying them their meds, where's the appology? https://t.co/EdRwNlgfRd"
"Crestview, FL",2020-05-04,0,0,@senatemajldr Which means with covid not your stupid judge choices. America needs help not more right wing judges.  Get to work
"Pearl City, HI",2020-05-22,220179,25278,Yoooo my Professor is clutch fuck Covid-19 😂🍾🎉 https://t.co/rcje7ybKrk
"Washington, USA",2020-05-31,276,134,"Given everything that's going on - the murder of George Floyd &amp; resulting protests around the country, 104,000+ Americans dead due to coronavirus, NOW is the time Trump decides to postpone the G-7 summit and nonchalantly invite Russia to the next summit. His True North is clear."
"New York, NY",2020-05-10,124,24,Remember when George W. Bush never condemned the Swiftboat ads that said John Kerry wasn’t a war hero. That was fun. https://t.co/VcVpckgSCV
"Santa Fe, NM",2020-05-07,5956,2347,"With Burr’s brother-in-law  involved in potential insider trading, conspiracy charges are on the table. Their statements to each other would be admissible evidence. Biggest issue is whether they acted on confidential or public info. Subpoena brokers to grand jury when they resume https://t.co/YtxhelYOrW"
"Las Vegas, NV",2020-05-20,8891,4004,"Trump says he considers it a “badge of honor” that the US has the most confirmed cases of COVID-19 in the world. You read that right — he’s HAPPY that our country leads the world in coronavirus cases and deaths. 
#TrumpOwnsEveryDeath"
"Ann Arbor, MI",2020-05-07,373,174,"No discernible effect of #COVID19 on fatal officer-involved shootings. In 2020, we're averaging 2.8 fatal OIS per day, right on par with each of the last five years. https://t.co/QJFkbJ4AzV"
"New York, USA",2020-05-09,253,59,"@alexburnsNYT And the president has been feeling this way for weeks. From our story last month that so angered the president, he had used the briefings in part to pull himself out of an emotional rut because an economy he believed would translate to victory was lost https://t.co/4pgKT9vg2h"
"Berkeley, CA",2020-05-19,3,2,"Plaintiffs argued that rules limiting absentee voting based on age violate the Equal Protection Clause of the U.S. Constitution.

Check out @CalifLRev for more legal theories to compel vote by mail in the face of #COVID-19: https://t.co/gAmX3BrNMG https://t.co/QfS4IRhf74"
"Reno, NV",2020-05-27,810,213,Donald Trump claimed that COVID-19 cases would drop from 15 to 0 - a matter concerning public health. Imagine how wrong he is on every other issue.
"Atlanta, GA",2020-05-09,1105,575,"DEVELOPING: In Friday night news dump, U.S. Sen. David Perdue (R-Ga.) — under scrutiny for heavy COVID-19 stock trading — reverses prior claim outside financial adviser has “always” managed portfolio."
"San Pablo, California",2020-05-10,152,58,“We are not moved by threats for threats come from a position of weakness..the law is on our side.” -President of the Oglala Sioux Tribe responding to Gov. Noem’s unlawful demand that they remove checkpoints on Tribal land meant to protect members from Covid spread. https://t.co/FESr9OFCa8
"West Palm Beach, FL",2020-05-21,165,68,"@funder @thewanderer852 Rebekah Jones, architect of Florida's COVID-19 dashboard, fired for refusing Desantis's demand that she suppress/manipulate coronavirus data.
https://t.co/toEdT5H9in"
"  Koloa, Hawaii , USA",2020-05-01,69,38,Capitol physician says Senate lacks capacity to test all senators. The president is bragging about his Abbott testing machine. Tell him to lend it to Congress. Better still let a Big Pharma Senator CALL Abbott and get one!!! https://t.co/1yGZMjlvtt via @GoogleNews
"Easthampton, MA",2020-05-11,13,5,100-year-old World War II veteran in Quincy overcomes the coronavirus https://t.co/aGqxS5eQez
"Charlotte, NC",2020-05-27,7,5,"“It’s okay for political conventions to be political but pandemic response cannot be,” N.C. Governor Roy Cooper said this week, following President Donald Trump's threat to move the RNC from Charlotte. https://t.co/RuthbDMZMw"
"Lakeville, MN",2020-05-15,24,10,"COVID-19 has exposed some of the deepest inequities in our society. Immigrant, refugee, and POCI Minnesotans have been disproportionately affected by this public health crisis. Elected leaders at all levels must address the needs of marginalized Minnesotans in all relief efforts."
"Piedmont, AL",2020-05-09,0,0,@bbnkenmo @AuburnedYou @GovernorKayIvey COPD shows symptoms of corona because it shows a mast in the lungs so the Dr was wanting to put my gmaw in icu wing with the other covid19 patience even tho she had no other symptoms. If dad said ok then she could have caught it from others who were infected. She is home now
"Clayton, MO",2020-05-17,31455,8005,"This is INSANE.  The Dems have hyped up COVID-19 to keep his dad from holding rallies?
There are 90K dead and climbing.  The entire  WORLD is grappling with this pandemic.
And @EricTrump thinks it’s all about keeping his dad from holding rallies?!?
https://t.co/BFbFiYDNx7"
"Houston, TX",2020-05-15,2115,519,"Before the pandemic hit, President Trump was framing the election: Capitalism V. Socialism now it is Freedom V. Lockdown. #TheFive https://t.co/ICWzxYJFGd"
"Kalihi, HI",2020-05-16,21865,3906,Day 1 back from corona virus when I see my boys https://t.co/8EXdpi7fHq
"Las Vegas, NV",2020-05-05,224,17,"We get 50 masks for free, free public transport, our hospitals are empty enough to take in covid patients from France / Italy, companies get help from the gov to avoid having to close down and we almost have no public debt with all these consequences

Huge W https://t.co/5LDD2QBHiU"
"Torrance, CA",2020-05-17,27,29,#FreeRealityWinnerNOW  #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW #FreeRealityWinnerNOW https://t.co/1EORR5F1TS
"Pennsylvania, USA",2020-05-29,0,0,Damn straight we are ! #FEDUP https://t.co/NwvSA7AYIi
"Long Beach, CA",2020-05-29,0,0,just a reminder that @realDonaldTrump has money invested into the Hydroxychloroquine stock... it wont help hes literally just trying to profit off of this pandemic like the true piece of shit he is!
"Annapolis, MD",2020-05-18,2413,470,Great call with German Foreign Minister @HeikoMaas today. We discussed our response to COVID-19 and developments in Iran and Ukraine. Germany is a critical ally in addressing security challenges and advancing global peace and security.
"Austin, TX",2020-05-12,337951,88168,I miss 2010 when the only pandemic we had was Bieber Fever
"Queens, NY",2020-05-28,0,0,"The oppression and blatant attacks on our lives as Black Americans become more potent and numerous as time marches onward. Fight with all your might, never give in or back down. We must be the change America so desperately needs. https://t.co/axRbZibapb"
