location,likes,text,date
"Kansas City, USA",330,"It’s not so much staying alive, it’s staying human that’s important.
Winston 1984
Jharv 2020 Pandemic",9/21/2011
"Boca Raton, FL",5248,"RT @REGULATEDpod: New Episode: Law and (Stay-at-Home) Order

Law professor @AnthonyMKreis joins us to talk through some of the legal, const…",4/20/2019
"Cambridge, MA",22437,These emails show that in real time - no 20/20 hindsight needed - experts were gobsmacked at the failure of the fed… https://t.co/irLCXVNuxr,7/1/2011
"Florence, SC",13805,McDonald's China apologizes for banning black people from a store https://t.co/zrCSH8elKz,5/22/2019
"Deming, New Mexico",46,"Two test positive for COVID-19 (coronavirus) in Luna County; state cases reach 1,091 https://t.co/QXpY1kx9e7",9/24/2010
"New Mexico, USA",86877,OMG&gt;&gt;&gt;&gt; This is horrible.... https://t.co/bZ8doiMke0,2/23/2020
"Huntingdon, PA",53270,RT @ChrisMurphyCT: The U.S. had a program that put scientists all over the world to identify viruses early so we could get a head start on…,4/29/2009
"Washington, DC",40518,No fucking way https://t.co/IJsGxi8TLR,11/4/2009
"New York, NY",5013,"HEALTHCARE WORKERS: In response to the coronavirus crisis, what do you think is working? (If you don’t work in heal… https://t.co/AAX1Txswby",9/21/2018
"Henderson, NV",202620,"RT @NoahShachtman: EXCLUSIVE: In the middle of a pandemic, the Army just gave a $569 million, no-bid contract to a big GOP donor to BUILD T…",6/13/2015
"Ithaca, NY",1646,RT @CDCgov: Do you have a loved one in a nursing home or assisted living facility? Please protect them from #COVID19. Instead of in-person…,7/26/2012
"Hadley, MA",17122,"RT @PhilipRucker: “It was incoherent, it was rambling, there’s no specifics, there’s boogeymen and grievances all over the place... It real…",10/25/2010
"Las Vegas, NV",83988,"RT @LasVegasLocally: The more you stay home, the sooner we get to restart the party.",3/20/2016
"Wisconsin, USA",257089,"RT @kakape: When I asked @mlipsitch recently about the future of the #covid19 pandemic, he told me: „We’ve managed to get to the life raft.…",5/28/2011
"Seattle, WA",576,Here is a little happiness amidst this pandemic. My mom spent 6 weeks isolated from family in CA for a new lung can… https://t.co/JNLwpRMLP4,1/14/2013
"Port Townsend, WA",325582,"RT @AhmedBaba_: Remember when Hillary Clinton was called ""overprepared"" for one of her debates with Trump?

We could've used some over-prep…",8/6/2016
"Washington, DC",614,NOT-AG-20-022: Notice of Special Interest (NOSI): NIA Availability of Administrative Supplements and Revision Suppl… https://t.co/Ip4Dieq77y,1/14/2014
"Chicago, IL",42799,RT @MalcolmNance: It’s just criminal negligence &amp; lethal incompetence now. #FireAzar #TrumpVirus https://t.co/PU2eZ7PCzT,5/24/2011
"Bend, OR",108386,RT @scottsantens: Here are answers to nine most frequently asked questions about the #coronavirus economic impact payments in regards to ho…,1/11/2012
"Atlanta, GA",33024,RT @angelmh_: We should’ve been on lockdown three weeks ago.,8/16/2011
"Orange County, NC",693,"DAILY COVID-19 CASE COUNT:
183 confirmed cases in Orange County. +8 from yesterday. 3 deaths. +0 from yesterday.

C… https://t.co/dktS6WfLeT",3/6/2015
"USA, TX",1540,"RT @BiancaGhose: What’s THE FUTURE OF WORK?
Work has changed.What next? Join @mpmorris36 from @Wipro-@Topcoder, Gina Hadley from @thesecond…",4/30/2009
"Florida, USA",72079,"RT @mckaycoppins: Media-bashing robocalls, chloroquine Twitter trolls, briefing-room propaganda—my story on the Orwellian campaign of revis…",9/19/2011
"Baltimore, MD",109623,"RT @RBReich: On the Navajo Nation reservation, COVID has killed more people than in the entire state of New Mexico, which has a population…",1/26/2017
"The Woodlands, TX",2055,"@DrKarlynB please take the time to view and comment,

https://t.co/4hRXp2jdhM
best advise on the internet regarding covid 19",2/7/2009
"Washington, D.C.",6543,Yup. https://t.co/DSr8aFIXyM,11/5/2008
"Bay Area, CA",16283,Especially now with this pandemic going on. I've lost all my hours. 20 an hour with growing opportunity and hours..… https://t.co/R7JHHnFNrc,2/13/2020
"Ohio, USA",12021,via @NYTimes https://t.co/lDQQZSEP3e,1/10/2009
"Los Angeles, CA",5590,"RT @maddow: Well, that's an idea.
https://t.co/LzBr3hWOiv",6/13/2016
"Suffolk County, NY",2544,"MORE TWISTS &amp; FAKE NEWS FROM CLUELESS LIBERALS!! 
🇺🇸 TRUMP 2020!! 🇺🇸 https://t.co/I1fSu6CNaL",2/11/2018
"El Paso, TX",77195,Congress needs to get back to work and get true small businesses the help the need. https://t.co/KaXm83NBbB,5/7/2018
"New York, USA",34999,"@DanMacPherson https://t.co/S0R85lt0ue

New Navy job opens up...",1/7/2016
"Ohio, USA",10,RT @DrNikolova_Rumi: @MiDulcePasion__ @ELITE_LEGENDZ_ @LiliBodo @Silau25 @Cathhewat123 @Prince__Rocks @Home30303171 @KatanaHugo @EByzio @ro…,12/11/2017
"NY,CA,FLA #catchmeifyoucan",92946,"RT @DWUhlfelderLaw: Mike Huckabee, who filed a false bar complaint against me, just lost his lawsuit in which he sought to go on a beach du…",6/18/2009
"Boston, MA",1454,RT @MakiTerashima: Here's another Rick and Morty ID that @pacalien directed and I produced. Stay home and enjoy this cute piece! もう一本リクモのショ…,4/1/2019
"Philly, PA",1719,WhY dO yOu GuYs MaKe VaCcInE NaMeS LiKe THiS...😂 people used to type like that in 6th grade https://t.co/W0ejjDvDRM,3/12/2012
"California, USA",113980,"RT @Reuters: In Wuhan, China, where the novel coronavirus emerged, doctors said they initially intubated patients to help them breathe, but…",5/16/2018
"Austin, Texas",4860,"“To go cocktails,’’ virtual happy hours changing alcohol industry #distilledspirits #stayhome https://t.co/0RxTEAi4sP",7/16/2009
"New York, NY",5036,"#NerdyPhotoChallenge - Self Portraits! 
Get more challenges and projects you can do at home here:… https://t.co/QEWCBSFpjj",3/30/2018
"Philadelphia, PA",327,RT @WSJ: New data about the coronavirus’s viability and research on how respiratory droplets travel prompt some scientists to question curr…,2/26/2016
"Anchorage, AK",96062,"RT @ninaturner: Over 43,000 US millionaires to get ‘stimulus’ averaging $1.6 million each, committee finds | https://t.co/Kub3mTuGwA

This…",5/24/2009
"Arkansas, USA",74608,"RT @GregLeding: As of right now, we're at 738 known cases, a jump of 34 since today's press conference. Recoveries now stand at 75, and dea…",3/8/2009
"Music City, USA",103956,RT @jpanzer: Death cultists gonna death cult. https://t.co/M1REm7zPUO,5/8/2011
"California, USA",45806,RT @MagaWheels: @mitchellvii L.A. Doctor is saying that Cholorquine with Z-pack ( must use z-pack for efficacy ) is getting rid of symptoms…,7/18/2012
"Florida, USA",2940,RT @politico: President Trump said he is considering using federal programs like Medicare and Medicaid to cover the rising ranks of the uni…,1/7/2020
"Florida, USA",33229,RT @FAIRImmigration: Trump says coronavirus immigration suspension will last 60 days https://t.co/auH7OvOxqw via @FoxNews,11/3/2018
"Milwaukee, WI",4507,RT @DoctorJesseMD: Thrilled to announced $4.8 million in emergency grant funding from @ahwendowment to help 17 projects take immediate acti…,2/17/2018
"Vallejo, CA",164844,"RT @marklevinshow: An expert who disagrees with the government health advice re everyone sheltering in place
https://t.co/gr0JBHXoZN",12/6/2016
"South Field, Michigan",645,"@CNNnews18 #Telemedicine &amp; #covid19 #coronavirus #coronaviruspandemic #SocialDistancing 
 
We have defined a comple… https://t.co/bFFgSRc97T",2/23/2016
"Miami, Florida",4931,RT @el_pais: La fabricación de material sanitario fungible se deslocalizó hace años y China se convirtió en el primer fabricante. Con la pa…,3/29/2011
"Talbott, Tennessee",10177,"RT @spectatorindex: UNITED KINGDOM: 99 year old man, who was wounded during World War II and survived three years as a prisoner in a war ca…",9/28/2014
"Washington, D.C.",40167,"RT @seattletimes: COVID-19 has killed more than 10,500 residents and staff members at nursing homes and long-term care facilities nationwid…",11/3/2008
"Arizona, USA",83435,"RT @FPWellman: It actually hurts me to say this but Esper, a West Point graduate just one year ahead of me, is lying. He’s lying about the…",2/28/2016
"Salt Lake City, UT",7179,"Please.
Read.
More.
Books.
Not.
Everything.
Is.
Harry.
Potter.
Related. https://t.co/Wmtj7vw9Zq",6/27/2011
"Flatbush, Brooklyn, NY",179412,"Beyond #kleptocracy. This is weaponizing an epidemic.
#SCROTUS Drumpf and the #GOPDeathCult are engaging in biologi… https://t.co/D5Q0ZmPDaK",12/16/2008
"Lizard Lick, NC",17176,"RT @CindyKendrick11: I will NEVER - NEVER - NEVER - NEVER - EVER - take the  Coronavirus  Vaccine!!🖕

How bout you?",6/19/2011
"Alpharetta, Georgia",11619,"""GA was the state that worsened the most n that model.. yesterday.. peak until May"" (CNBC: Wilbert Frost: Dr Gottli… https://t.co/QQKPBTbi7X",12/8/2010
"EAB, NY",2365,RT @michaelharriot: Black journalists have repeatedly asked for race-inclusive data on coronavirus but people keep wondering why we want to…,2/16/2013
"Pennsylvania, USA",2793,"RT @NolteNC: You pay them, then. If it’s truly dangerous, be a hero and step up. You can more than afford it.",3/23/2013
"San Diego, CA",366,RT @AK_LaunchLeader: The latest @tcasandiego newsletter focused on COVID Crunch management and HOPE is live 🙏🏿 https://t.co/XkEh3TnhvE #SDt…,8/13/2013
"Eden, NY",9,"RT @news4buffalo: Governor Andrew Cuomo announced Saturday that along with New Jersey and Connecticut, New York State marinas and boatyards…",12/4/2010
"Durham, NC",98908,"RT @SethAbramson: Imagine how we'd feel right now if someone with their sh*t on lockdown like Elizabeth Warren were president, managing thi…",4/3/2012
"Ohio, USA",232697,"RT @AustinKellerman: Latest #COVID19 #coronavirus numbers for Sunday PM:

🌐 2,965,000 cases
🌐 206,000 deaths
🌐 862,000 recovered 

Most cas…",2/29/2012
"Oregon, USA",63325,@realDonaldTrump @dbongino @seanhannity @IngrahamAngle https://t.co/Iqf2hy3bk8,7/8/2018
"Clayton, NY",2353,"He says follow his guidelines to open, but both #POTUS &amp; #VEEP called GA gov to express their support to reopen - e… https://t.co/1R5GvgahOp",1/25/2009
"Oregon, WI",176157,RT @JRubinBlogger: No matter how many angry tweets Trump sends or how furiously the right wing points to China or the World Health Organiza…,2/16/2011
"Texas, USA",56062,"RT @Amy_Siskind: @realDonaldTrump 30 counties have tested more per capita than us.  Is that great?

Here’s that and some of your other lies…",8/6/2015
"Hendersonville, TN",35354,RT @JoeBiden: These health care workers — and all those on the front lines of this fight — are American heroes.,11/12/2017
"Indianapolis, IN",3459,RT @tribelaw: What if we were to learn that Trump suppressed scary information re COVID-19 (and the needed federal response) in January to…,8/28/2013
"California, USA",11709,That’s a #CrimesAgainstHumanity https://t.co/dcK2ooyjZg,12/19/2014
"Maryland, USA",130997,"RT @CNNPolitics: New York Gov. Andrew Cuomo reacts to Senate Majority Leader Mitch McConnell, who said he didn't want to turn federal coron…",12/29/2014
"East Rochester, NY",72589,"Commander in Chief, y’all. #Covid_19 https://t.co/6vXJq22jPv",2/2/2017
"Arizona, USA",182242,RT @maggieNYT: The president RTed a tweet with a “fire Fauci” hashtag,6/24/2019
"Seattle, WA",10685,HA! Look at these idiots! https://t.co/tmKmqVXjGT,7/18/2011
"Louisiana, USA",58411,"RT @AdamSerwer: Texas has one of the lowest turnout rates in the country and its attorney general would very much like to keep it that way,…",6/17/2016
"Akron, OH",376896,"RT @tepingchen: “She said, 'Mommy, I’m going to work because no one else is going to help the senior citizens get their groceries.” RIP Lei…",9/15/2016
"Los Angeles, California",14915,"RT @UNESCO_es: El confinamiento se alarga, pero la creatividad no descansa. 

La #Creatividad, la solidaridad mundial y la responsabilidad…",9/10/2009
"Champaign,IL",207047,"RT @DaleMoss2: If anyone gets Rona, sounds like massive liability for good old Pastor Shuttlesworth. https://t.co/TPAj70liXo https://t.co/1…",10/20/2011
"Kentucky, USA",257709,"RT @HillaryClinton: Know that there is no ""right"" way to feel about the turmoil the world is going through right now, and that if you are s…",12/7/2017
"Tucson, Arizona",21189,"RT @maddow: ""Mr. Trump abruptly announced that he would be speaking at West Point. That was news to everyone, including West Point.
They ar…",1/3/2009
"New York, USA",650644,RT @TaliaBuford: Milwaukee found African Americans have contracted and died of COVID-19 at an alarming rate. @CDCgov is only releasing age/…,1/31/2015
"Dallas, TX",572904,"RT @cd_hooks: the idea that bureaucrats were going to be making decisions about the value of human life based on actuarial tables, in the f…",2/22/2012
"California, USA",5873,"RT @ChrisCuomo: Families all over know the reality our family faces: few are one case and done. Sure enough, Cristina has covid now. Kids a…",2/11/2017
"Manhattan, NY, USA",246520,RT @wallisweaver: Is it a surprise that Donny and the Republicans are using the same solutions for the coronavirus that they have used for…,8/1/2010
"Atlanta, GA",15502,RT @GeorgiaTech: This low-cost emergency ventilator - based on the resuscitation bags carried in ambulances – has been built by a team of r…,11/9/2008
"Knoxville, TN",13942,@GlennJacobsTN https://t.co/KNhv2mDeA0,2/13/2013
"Somerville NJ, Chico CA",65536,"RT @jeremiahstandup: Trump’s Coronavirus Timeline🦠⏰ 
I can’t believe this is real footage! #Trump #coronavirus #cdc Watch the full ep of #j…",2/6/2018
"Jackson, MS",33575,Cool. Let’s see how quickly the national media shift to not televising WH press conferences live.… https://t.co/RaWsJGiEZb,4/23/2008
"Silver Spring, MD",1908,ATU International President John Costa sent the letter below to all ATU employers demanding #SafeServiceNow. Please… https://t.co/9bM6meqExu,2/23/2011
"New York, NY",3716,While there is no denying the impact of the current pandemic on employment. But for those currently looking for wor… https://t.co/poV1x29snn,3/10/2009
"Somewhere, AR",14020,"Well if you needed a good cry tonight, here it is https://t.co/oPrIKc2mAT",3/12/2009
"ABUJA , NIGERIA",1410,RT @4eyedmonk: A 200-bed fully equipped COVID-19 isolation/treatment center is almost ready for use in Abuja at ThisDay Dome. It is a colla…,12/25/2014
"Washington, DC",130633,"The case for wearing masks strengthens
https://t.co/vw0YGycQVg",7/29/2010
"Maine, USA",19727,RT @jonfavs: So @Google has decided to ban any ads that criticize the government’s response to coronavirus.,7/7/2010
"Texas, USA",213106,RT @RepValDemings: Don’t be fooled or distracted. The vast majority of Americans—both Democrats and Republicans—support the stay at home or…,10/30/2013
"California, USA",24540,"RT @JoeBiden: Imagine the future we can build with Donald Trump out of the White House. A future where:

- Health care is a right
- We comb…",12/6/2011
"Kalamazoo, MI",83,Facebook deletes event for stay-at-home protest in Michigan https://t.co/RktE1LAOD5,2/14/2008
"North Carolina, USA",924763,"RT @morethanmySLE: Last July, Trump administration proposed eliminating requirements that nursing homes employ infection specialists at lea…",7/29/2016
"Washington, DC",4224,"RT @ldpsincomplejos: 1) RESUMEN DE SITUACIÓN al cierre del 18/4/2020
Ayer tuvimos 4.179 nuevos casos oficiales de coronavirus, lo que eleva…",2/6/2017
"California, USA",196557,RT @nerdjpg: US government fails to provide support for its own institutions while providing billions for private entities,7/16/2011
"Philadelphia, PA",23824,RT @jesslbergman: I love living in one of the most populous states in the country and having zero say in either the Democratic nominee or p…,10/31/2011
"Omaha, NE",9277,RT @CNN: President Trump says he didn't pick Mitt Romney to join a coronavirus task force focused on reopening the country because he holds…,3/31/2020
"Arlington, VA",331,Looking forward to @zoom_us CEO's #Zoom conference addressing privacy issues - https://t.co/DBKRlGD4nM #COVIDー19,3/26/2007
"Kansas, USA",25667,"RT @QuilLawrence: Taxpayers Paid Millions to Design a Low-Cost Ventilator for a Pandemic. Instead, the Company Is Selling Versions of It Ov…",2/22/2011
"Lincoln, NE",3545,"It is a beautiful day for a beer on the patio in Greater Tokyo, as I sip @UchuBrewing Wave (#161) with my wife… https://t.co/7Ew6d20HSd",8/15/2017
"New York, USA",34761,"RT @tymajestic: EATING CAts ,rats ,dogs and bats opens the door to CANNIBALISM 🙄 ...you were made sick to slow ya ass down ...light werk ne…",8/24/2010
"Little Rock, AR",105078,I have to wonder with the Chinese blocking off Wuhan that they were resigned to employing heard immunity as the sol… https://t.co/9kqx3TZ5zT,2/6/2011
"Washington, DC",59396,RT @MMKavanagh: The breadth of @WHO work compared to funding it receives is remarkable. Reminder: WHO has less than half the budget of the…,1/8/2009
"Phoenix, AZ",72648,"RT @catturd2: The Governor issues a 30-day stay at home order here in Florida - so, everyone is rushing the grocery stores all at once ...…",12/31/2016
"Youngstown, OH",2593,RT @MSN: Polls show majority disapprove of Trump's handling of outbreak https://t.co/eR1cBrhDzK,7/2/2016
"Woodstock, Vermont",12471,"RT @DeborahAcosta: Today we've published an interactive, sortable video diary from young adults across the country who have seen their worl…",9/17/2011
"Chesapeake, VA",3370,RT @DBSchenkerKenya: The expedited delivery of medical supplies has never been more crucial. We delivered over 10 million masks and other r…,6/10/2009
"Santa Fe, NM",188802,RT @downthedrive: Notable (potential) Cincinnati football news,6/21/2012
"Springfield, IL",6178,"Covid19 kills kids, too. https://t.co/NCj8uA2YWm",9/15/2010
"Las Vegas, NV",144964,RT @WesBez: Happy Thursday in #lockdown https://t.co/XVeBzqtUq7,8/11/2018
"Missouri, USA",24431,"If true, here is the connection. https://t.co/HCyC1tFu86",8/10/2018
"Texas, USA",187726,RT @SteveSchmidtSES: The NYT is a damming first draft of history that portrays Trump as a bumbling and indecisive leader. His  incompetence…,4/5/2014
"Buffalo/Tonawanda, NY",133298,"However, had he taken action in JANUARY when he was briefed, we would have shut down everything, saved lives and we… https://t.co/wqzo2zWpeb",9/30/2015
"New York, NY",7456,"RT @joethepanyc: Jamie is an incredible human being and a model #nursepractitioner. Honored to work alongside her, and can't wait to meet t…",5/6/2016
"Washington, DC",51546,RT @TheRickWilson: Oh.,2/14/2014
"Oxon Hill, MD",36559,I can’t wait for this corona virus shit over wit I need my money moe,1/15/2011
"St Paul,MN",7851,The fallout continues over Trump's strange litany of possible COVID-19 treatments. https://t.co/TkLev6yOqh via @HuffPostPol,2/25/2011
"Virginia, USA",312966,"RT @MaddowBlog: ""FBI agents and prosecutors stumbled onto the arrangement while looking into whether they could intercept the masks for the…",9/2/2013
"Kentucky, USA",118811,RT @OMGno2trump: This cover is funny and sad at the same time.  But what we need is for someone to stick a sock in Trump's mouth.  His lies…,11/7/2010
"Riverview, FL",3306,RT @ewarren: He's misled the public from the start. He's allocating resources based on which governors he likes best. His family and their…,5/9/2012
"Silver Lake, OH",104092,@chloe11026 @AthleticFalls We will get everyone together at some point!!  This pandemic can’t keep the class of 2020 down for long!!!,5/15/2011
"Denver, CO",18180,"RT @emorwee: ""This idea that environmentalists are somehow being opportunistic by including climate in the coronavirus conversation—I want…",2/11/2011
"Warrenton, OR",186,@realDonaldTrump to China. I believe you have slot of the equipment that we need to fight this virus.  I'm asking y… https://t.co/lgt7xQSin1,2/6/2012
"Salt Lake City, Utah",12908,"RT @NicholsUprising: The poorest countries in the world are so vulnerable to #COVID19. We can free up $$$ for them, save millions from suff…",10/1/2010
"Birmingham, AL",1480,"RT @derekseidman80: 18/Running thread on wildcat strikes

""After 10 Workers Get COVID-19, 1,000 Meatpackers Walk Off the Job in Colorado""…",2/19/2020
"Long Beach, CA",1623,"RT @charliekirk11: BREAKING:

Despite China's best efforts to tank the economy, America still stands with President Trump

Approval of his…",2/5/2018
"Reston, VA",40973,"Relevant, on day 2 of WashYourHairGate on academic Twitter. https://t.co/R0WffEJpXO",1/9/2015
"Baltimore, MD",54020,RT @eddie_swell: Americans are protesting to end the stay at home order. We have got to be the DUMBEST COUNTRY in the entire galaxy. Holy f…,7/27/2015
"Honolulu, HI",19969,"It Took a Global Pandemic, But Generation X is Finally Getting Love https://t.co/i9CJoMi3Nu",3/2/2008
"Crossville, TN",3829,"RT @jaketapper: One month ago today, President Trump visited CDC and said, falsely, “anybody who wants a test gets a test.”

Wasn't true th…",1/26/2016
"Chicago, IL",150798,"RT @StevenBeschloss: If there’s one thing Trump is working on every day, it’s to convince people not to trust their eyes and ears and belie…",2/28/2018
"Houston, TX",149363,"RT @briangaar: This fucking ghoul. He hasn’t worked in the private sector since 1992, but he’s gonna kill thousands of people because the b…",10/8/2014
"Oklahoma City, OK",49622,RT @SaraCarterDC: Democrats Must Join Republicans In Calling For A Hearing On Coronavirus 'Models' https://t.co/SZJlMBi1ZY via @SaraCarterDC,5/7/2009
"Las Vegas, NV",34326,"RT @jessicawon57: COVID-19 has a 19 in it, because it originated in 2019. 

Know what has a total of 19 letters?

Carole Fucking Baskin 

N…",2/8/2012
"Saditty Sun City, CA",15855,What is wrong with white people? Test it on yourselves. https://t.co/rx6KqMIFhu,2/27/2009
"Florida, USA",28757,from now until forever i will judge the people in my life based on if they actually practiced social distancing,7/2/2018
"Fort Wayne, IN",5607,"""Another two #AllenCounty residents have died from #COVID19 and 22 tested positive, bringing the total to 514 cases… https://t.co/AecXIDwgwM",10/22/2014
"Queens, NY",1403,@PrisonPlanet This is stupid. So people with underlying medical problems who would otherwise be alive if not for th… https://t.co/cl05GWoJo3,7/17/2019
"District of Columbia, USA",799,"She needs her meds and a great therapist, send her to Mexico to spank covid 19 violators.  She would like that, spa… https://t.co/Da3K0btdUZ",2/8/2020
"Chicago, IL",4611,"At the start of her news conference, Lori Lightfoot said someone on her 'extended mayor's staff' tested positive fo… https://t.co/DPdpHQi0eP",5/15/2008
"Colorado Springs, CO",3105,They know what science says but do not respect it or care about humanity... https://t.co/HZY3Tt6hFl,12/4/2017
"New York City, Washington DC",46724,"RT @danrivoli: Coronavirus and the MTA:

33 employees dead 

1,100+ tested positive

5,600 quarantined

""Everyone's struggling to come to w…",3/25/2016
"Austin, TX",11246,RT @Bryce_Newberry: BREAKING: @UTAustin says 211 students traveled to Cabo for Spring Break. 178 of them were part of the @JusCollege trip.…,6/25/2008
"Santa Barbara, California",106125,"RT @Craig_A_Spencer: 🔹There's ~93k confirmed cases in NYC. But the true number is likely MUCH higher.

🔹This is frustrating for symptomatic…",5/13/2010
"Washington, USA",92,RT @ValeriaSatriano: An interesting article on  #NewYorkTimes about how #COVID19 impact on “pulse” of our civilization. My brother ⁦@claudi…,4/7/2020
"Miami, FL",134443,"RT @JohnFugelsang: FOX just fired Diamond &amp; Silk for promoting disinformation about Covid-19.

Because Diamond and Silk are held to a highe…",1/2/2009
"Indianapolis, IN",7591,"@StoicStolas What’s the truck number?? If it’s 4311, it’s one of our COVID trucks 😅",9/5/2016
"Chicago, IL",39986,RT @daviddoel: 😂 just a totally embarrassing and useless Democratic leadership,7/25/2011
"Washington, DC",51153,"RT @politico: Most of the 100,000 ventilators that President Trump promised the U.S. would obtain won't be available until June

https://t.…",5/24/2011
"Claremont, CA",621,"RT @CharlesMBlow: I will say this: the moderate argument against Bernie Sanders — that people are not interested in massive, structural cha…",10/19/2011
"Calgary, AB & Palm Springs, CA",6342,"RT @UCalgaryMed: On #NationalSuperheroDay we would like to thank the many CSM researchers, such as Drs. Chris Mody, Tyler Williamson, Craig…",2/19/2011
"Los Angeles, CA",7547,RT @cantforgofriday: Get me off this planet.,12/10/2008
"Sun City, AZ",110237,"RT @davidfrum: Good catch. Trump's call with Xi was March 27. His last use of phrase ""Chinese virus"" was on March 26, first at that day's W…",1/23/2017
"San Antonio, TX",25393,RT @BeschlossDC: “When in Quarantine”:  Bell Telephone ad during 1918-1919 flu pandemic: https://t.co/wnOmYsnEH4,8/8/2015
"Monroe, CT",14585,@BetteMidler @BarackObama Trump is a spoiled little boy that just wants to erase anything that Obama did . I would… https://t.co/FM1TN4UGBO,6/26/2015
"San Francisco, CA",18980,This is tragic. #RememberHealthWorkers #RememberLornaBreen #RememberJohnMondello. https://t.co/e2J0ifw2Y5,6/4/2012
"Minnesota, USA",48146,"RT @Bahariran7: @Maryam_Rajavi Maryam Rajavi:Today, not only the freedom of the people of #Iran, but their very lives and health, and the c…",6/12/2019
"Liberty Hill, Texas, USA",63750,@rcwhalen @WHO .That aligns well with @TheEconomist story today with a US actual infection level of 28M… https://t.co/UZWCA1gcUS,5/18/2009
"Phoenix, AZ",22684,RT @AOC: Didn’t you just put a doctor on your show who faked their employment at Lenox Hill hospital and touted a COVID “treatment” that yo…,1/17/2017
"Denver, Colorado",45749,"RT @NFL_Memes: If you had to sacrifice one NFL team to end Coronavirus right now...who would it be, and why the Cowboys?",4/5/2010
"Los Angeles, CA",215777,RT @AOC: 🗣 Rent is due on May 1st and Republicans are fighting against rent and mortgage relief,4/20/2010
"The Hudson Valley, NY",7496,RT @piratechristian: Yep.,7/15/2017
"St Louis, MO",26993,"“The loss in sales could run as high as $689 million, with much higher costs in jobs and other businesses that make… https://t.co/CCAIg4xK2j",12/15/2006
"Jonesboro, AR",273669,"RT @DrDooleyMD: How about, instead of opening up the country and dying for capitalism, we instead give people $2,000/mo UBI and universal h…",1/9/2011
"Anytown, USA",17518,"RT @RyanAFournier: Let us not forget…

Hunter went to China with Joe, on Air Force Two, and came back as a HEDGE FUND PARTNER.

He went to…",9/24/2013
"North Dakota, USA",66563,"Please be responsible. Use the parental channel blocker on your television, disable Fox and OANN. I’m talking to al… https://t.co/nert8tuMbq",1/3/2018
"Missouri, USA",142786,How do you prove this person is a Trump supporter?  Why couldn't he be a fake so you all can talk about it...and bl… https://t.co/KgSQySW4tx,10/12/2016
"Oregon, USA",311509,"RT @SethAbramson: Imagine how we'd feel right now if someone with their sh*t on lockdown like Elizabeth Warren were president, managing thi…",6/2/2011
"San Juan, Puerto Rico",84149,RT @juanmelli: 96% drop in travelers through TSA checkpoints compared to 2019: https://t.co/UiH3cSiASx https://t.co/i6WvOEXMWn,5/23/2010
"Guaynabo, Puerto Rico",1362,"11 muertos por el Coronavirus
en Puerto Rico. #RDclaro",8/17/2011
"Naranjito/Bayamon, Puerto Rico",102556,"RT @RobbyCortes: Al @DeptSaludPR. Si el secretario dijo ayer que la cifra de 1,298 casos de #COVID19 en #PuertoRico era incorrecta, que en…",4/20/2010
"Kaneohe, HI",72884,"RT @KITV4: Taiwan, Germany and New Zealand have received accolades for their impressive handling of the coronavirus pandemic.

What do they…",10/16/2011
"Mexico, ME",18384,"RT @Arouet_V: La vacuna contra el #Coronavirus que financia Bill Gates ya está en fase de pruebas, mientras aquí Ricardo Salinas Pliego def…",9/30/2012
"Hampton, VA",3404,RT @jhova609: This is horrible on so many levels 😤,3/1/2010
"Laguna Hills, CA",1185,RT @OCSupBartlett: Today the Board voted on guidelines for businesses to use as a base for their individual re-opening plans once the Gover…,9/12/2017
"Washington, DC",850,"General Dynamics, Northrop Grumman report some absenteeism during #COVID19 outbreak. https://t.co/qVjk2jt8ub",4/3/2009
"San Francisco, CA",4464,RT @cherring_soc: This would make SF the national leader in addressing the homeless/COVID-19 pandemic. 7k hotel rooms for nearly all of the…,9/25/2007
"Florida, USA",564684,"RT @kit_delgadoMD: 1. A tale of 2 #COVID19 case maps:

Left: Shows total cases (bigger circles, more cases) https://t.co/2OajP8n0vQ

Right:…",11/23/2010
"Florida, USA",32939,"@SteveScalise @WhiteHouse https://t.co/8WbotZSSnb
Trump's finest",6/27/2010
"Woodstock, NY",657,"RT @gigadgets_: Italian engineers are turning snorkeling masks into ventilators for #coronavirus patients.
Could this help fix the country'…",3/7/2018
"Patalka,Florida",64532,"RT @HillReporter: Thanks to social distancing measures, the projected death toll has steadily decreased. Attorney General Bill Barr thinks…",11/30/2010
"Murfreesboro, TN",3269,Shenzhen becomes first Chinese city to ban eating cats and dogs https://t.co/m4RLSJD2xJ,1/3/2017
"Washington, DC",43795,@Julzinky @dave_wmason @juliemason @RandPaul That beard risks falling afoul of guidelines for facial hair that does… https://t.co/N6mbCsHz7e,1/2/2008
"Mendota Heights, Minnesota",15,Support those working and living in group facilities by donating homemade masks as part of a statewide drive. Drop… https://t.co/iVzesE4fUW,8/20/2010
"Forest Lake, MN",111466,"RT @ewarren: Next, we need to make the process of casting a ballot easier and more accessible. States should mail every registered voter a…",8/28/2017
"Houston, TX",16553,RT @FootyHumour: The backyard we all dream of in these times of being in lockdown 🤩 https://t.co/hwnK6MvXIk,9/13/2012
"South Cobb, GA",13905,"RT @KARIFAUX: friends and followers in Georgia, please continue to at stay home if you can!",7/3/2012
"New York, NY",37782,"Good advice, and a good model for how to make help real. #COVID19 https://t.co/7X9xVBTTZ2",11/2/2012
